x,y,width,height,attempt,log_attempt,made,missed
63,25,1,1,20,1.3010299956639813,12,28
64,25,1,1,18,1.255272505103306,16,20
65,25,1,1,14,1.146128035678238,10,18
66,25,1,1,15,1.1760912590556813,12,18
67,25,1,1,18,1.255272505103306,22,14
68,25,1,1,10,1.0,10,10
69,25,1,1,16,1.2041199826559248,12,20
70,25,1,1,19,1.2787536009528289,6,32
71,25,1,1,19,1.2787536009528289,12,26
72,25,1,1,9,0.9542425094393249,4,14
73,25,1,1,18,1.255272505103306,14,22
74,25,1,1,21,1.3222192947339193,14,28
75,25,1,1,17,1.2304489213782739,14,20
76,25,1,1,8,0.9030899869919435,2,14
77,25,1,1,20,1.3010299956639813,12,28
78,25,1,1,12,1.0791812460476249,6,18
79,25,1,1,17,1.2304489213782739,16,18
80,25,1,1,28,1.4471580313422192,24,32
81,25,1,1,22,1.3424226808222062,16,28
82,25,1,1,24,1.380211241711606,18,30
83,25,1,1,36,1.5563025007672873,16,56
84,25,1,1,35,1.5440680443502757,32,38
85,25,1,1,23,1.3617278360175928,18,28
86,25,1,1,36,1.5563025007672873,38,34
87,25,1,1,30,1.4771212547196624,10,50
88,25,1,1,26,1.414973347970818,22,30
89,25,1,1,19,1.2787536009528289,18,20
90,25,1,1,21,1.3222192947339193,20,22
91,25,1,1,15,1.1760912590556813,10,20
92,25,1,1,10,1.0,8,12
93,25,1,1,15,1.1760912590556813,8,22
94,25,1,1,2,0.3010299956639812,0,4
95,25,1,1,4,0.6020599913279624,6,2
96,25,1,1,3,0.47712125471966244,4,2
97,25,1,1,1,0.0,0,2
3,26,1,1,1,0.0,0,2
17,26,1,1,1,0.0,0,2
22,26,1,1,1,0.0,0,2
30,26,1,1,1,0.0,0,2
32,26,1,1,5,0.6989700043360189,4,6
33,26,1,1,1,0.0,0,2
34,26,1,1,4,0.6020599913279624,2,6
35,26,1,1,5,0.6989700043360189,2,8
36,26,1,1,11,1.0413926851582251,4,18
37,26,1,1,6,0.7781512503836436,6,6
38,26,1,1,11,1.0413926851582251,10,12
39,26,1,1,10,1.0,4,16
40,26,1,1,30,1.4771212547196624,18,42
41,26,1,1,34,1.5314789170422551,18,50
42,26,1,1,85,1.9294189257142926,58,112
43,26,1,1,76,1.8808135922807914,52,100
44,26,1,1,135,2.130333768495006,76,194
45,26,1,1,136,2.1335389083702174,98,174
46,26,1,1,148,2.1702617153949575,110,186
47,26,1,1,134,2.1271047983648077,78,190
48,26,1,1,61,1.7853298350107671,48,74
49,26,1,1,66,1.8195439355418688,54,78
50,26,1,1,20,1.3010299956639813,14,26
51,26,1,1,5,0.6989700043360189,4,6
52,26,1,1,4,0.6020599913279624,6,2
53,26,1,1,5,0.6989700043360189,0,10
54,26,1,1,8,0.9030899869919435,8,8
55,26,1,1,3,0.47712125471966244,6,0
56,26,1,1,14,1.146128035678238,10,18
57,26,1,1,10,1.0,8,12
58,26,1,1,13,1.1139433523068367,8,18
59,26,1,1,12,1.0791812460476249,8,16
60,26,1,1,19,1.2787536009528289,20,18
61,26,1,1,16,1.2041199826559248,8,24
62,26,1,1,12,1.0791812460476249,8,16
63,26,1,1,18,1.255272505103306,14,22
64,26,1,1,13,1.1139433523068367,12,14
65,26,1,1,15,1.1760912590556813,8,22
66,26,1,1,22,1.3424226808222062,24,20
67,26,1,1,13,1.1139433523068367,8,18
68,26,1,1,14,1.146128035678238,0,28
69,26,1,1,9,0.9542425094393249,6,12
70,26,1,1,10,1.0,4,16
71,26,1,1,24,1.380211241711606,18,30
72,26,1,1,20,1.3010299956639813,6,34
73,26,1,1,9,0.9542425094393249,2,16
74,26,1,1,17,1.2304489213782739,14,20
75,26,1,1,11,1.0413926851582251,4,18
76,26,1,1,19,1.2787536009528289,16,22
77,26,1,1,14,1.146128035678238,12,16
78,26,1,1,19,1.2787536009528289,12,26
79,26,1,1,15,1.1760912590556813,6,24
80,26,1,1,20,1.3010299956639813,14,26
81,26,1,1,22,1.3424226808222062,16,28
82,26,1,1,28,1.4471580313422192,18,38
83,26,1,1,21,1.3222192947339193,16,26
84,26,1,1,29,1.462397997898956,16,42
85,26,1,1,25,1.3979400086720377,16,34
86,26,1,1,19,1.2787536009528289,14,24
87,26,1,1,46,1.662757831681574,22,70
88,26,1,1,32,1.505149978319906,14,50
89,26,1,1,27,1.4313637641589874,14,40
90,26,1,1,17,1.2304489213782739,10,24
91,26,1,1,14,1.146128035678238,16,12
92,26,1,1,10,1.0,8,12
93,26,1,1,6,0.7781512503836436,6,6
97,26,1,1,1,0.0,0,2
12,27,1,1,2,0.3010299956639812,0,4
20,27,1,1,1,0.0,0,2
23,27,1,1,1,0.0,2,0
26,27,1,1,1,0.0,0,2
30,27,1,1,1,0.0,0,2
32,27,1,1,2,0.3010299956639812,2,2
34,27,1,1,7,0.8450980400142568,4,10
35,27,1,1,5,0.6989700043360189,6,4
36,27,1,1,6,0.7781512503836436,4,8
37,27,1,1,7,0.8450980400142568,6,8
38,27,1,1,23,1.3617278360175928,12,34
39,27,1,1,23,1.3617278360175928,22,24
40,27,1,1,48,1.6812412373755872,38,58
41,27,1,1,43,1.6334684555795864,32,54
42,27,1,1,108,2.03342375548695,68,148
43,27,1,1,107,2.0293837776852097,46,168
44,27,1,1,143,2.155336037465062,102,184
45,27,1,1,146,2.164352855784437,96,196
46,27,1,1,159,2.2013971243204513,122,196
47,27,1,1,167,2.2227164711475833,122,212
48,27,1,1,43,1.6334684555795864,36,50
49,27,1,1,46,1.662757831681574,34,58
50,27,1,1,9,0.9542425094393249,6,12
51,27,1,1,6,0.7781512503836436,4,8
52,27,1,1,7,0.8450980400142568,8,6
53,27,1,1,5,0.6989700043360189,2,8
54,27,1,1,13,1.1139433523068367,8,18
55,27,1,1,8,0.9030899869919435,8,8
56,27,1,1,14,1.146128035678238,10,18
57,27,1,1,12,1.0791812460476249,10,14
58,27,1,1,16,1.2041199826559248,10,22
59,27,1,1,17,1.2304489213782739,18,16
60,27,1,1,13,1.1139433523068367,10,16
61,27,1,1,14,1.146128035678238,8,20
62,27,1,1,14,1.146128035678238,14,14
63,27,1,1,13,1.1139433523068367,4,22
64,27,1,1,16,1.2041199826559248,12,20
65,27,1,1,12,1.0791812460476249,10,14
66,27,1,1,11,1.0413926851582251,8,14
67,27,1,1,20,1.3010299956639813,8,32
68,27,1,1,11,1.0413926851582251,4,18
69,27,1,1,12,1.0791812460476249,8,16
70,27,1,1,22,1.3424226808222062,8,36
71,27,1,1,6,0.7781512503836436,6,6
72,27,1,1,11,1.0413926851582251,14,8
73,27,1,1,14,1.146128035678238,10,18
74,27,1,1,9,0.9542425094393249,8,10
75,27,1,1,11,1.0413926851582251,14,8
76,27,1,1,8,0.9030899869919435,4,12
77,27,1,1,22,1.3424226808222062,12,32
78,27,1,1,14,1.146128035678238,4,24
79,27,1,1,14,1.146128035678238,6,22
80,27,1,1,28,1.4471580313422192,22,34
81,27,1,1,17,1.2304489213782739,12,22
82,27,1,1,25,1.3979400086720377,18,32
83,27,1,1,25,1.3979400086720377,12,38
84,27,1,1,37,1.568201724066995,28,46
85,27,1,1,38,1.5797835966168101,20,56
86,27,1,1,36,1.5563025007672873,26,46
87,27,1,1,45,1.6532125137753437,34,56
88,27,1,1,32,1.505149978319906,26,38
89,27,1,1,26,1.414973347970818,14,38
90,27,1,1,19,1.2787536009528289,12,26
91,27,1,1,12,1.0791812460476249,12,12
92,27,1,1,11,1.0413926851582251,10,12
93,27,1,1,12,1.0791812460476249,6,18
94,27,1,1,1,0.0,0,2
95,27,1,1,1,0.0,2,0
98,27,1,1,1,0.0,0,2
5,28,1,1,1,0.0,0,2
27,28,1,1,1,0.0,2,0
28,28,1,1,2,0.3010299956639812,0,4
30,28,1,1,2,0.3010299956639812,2,2
32,28,1,1,5,0.6989700043360189,4,6
33,28,1,1,5,0.6989700043360189,6,4
34,28,1,1,2,0.3010299956639812,4,0
35,28,1,1,8,0.9030899869919435,2,14
36,28,1,1,16,1.2041199826559248,12,20
37,28,1,1,9,0.9542425094393249,10,8
38,28,1,1,28,1.4471580313422192,18,38
39,28,1,1,24,1.380211241711606,18,30
40,28,1,1,66,1.8195439355418688,46,86
41,28,1,1,62,1.792391689498254,42,82
42,28,1,1,106,2.0253058652647704,76,136
43,28,1,1,126,2.100370545117563,70,182
44,28,1,1,160,2.2041199826559246,116,204
45,28,1,1,121,2.0827853703164503,70,172
46,28,1,1,102,2.0086001717619175,84,120
47,28,1,1,102,2.0086001717619175,72,132
48,28,1,1,11,1.0413926851582251,4,18
49,28,1,1,14,1.146128035678238,12,16
50,28,1,1,8,0.9030899869919435,6,10
51,28,1,1,2,0.3010299956639812,4,0
52,28,1,1,8,0.9030899869919435,2,14
53,28,1,1,9,0.9542425094393249,12,6
54,28,1,1,13,1.1139433523068367,8,18
55,28,1,1,5,0.6989700043360189,2,8
56,28,1,1,17,1.2304489213782739,18,16
57,28,1,1,14,1.146128035678238,8,20
58,28,1,1,20,1.3010299956639813,10,30
59,28,1,1,23,1.3617278360175928,14,32
60,28,1,1,23,1.3617278360175928,12,34
61,28,1,1,18,1.255272505103306,12,24
62,28,1,1,14,1.146128035678238,12,16
63,28,1,1,18,1.255272505103306,14,22
64,28,1,1,15,1.1760912590556813,14,16
65,28,1,1,16,1.2041199826559248,10,22
66,28,1,1,21,1.3222192947339193,14,28
67,28,1,1,15,1.1760912590556813,6,24
68,28,1,1,16,1.2041199826559248,12,20
69,28,1,1,20,1.3010299956639813,16,24
70,28,1,1,11,1.0413926851582251,8,14
71,28,1,1,7,0.8450980400142568,4,10
72,28,1,1,18,1.255272505103306,14,22
73,28,1,1,8,0.9030899869919435,2,14
74,28,1,1,8,0.9030899869919435,2,14
75,28,1,1,11,1.0413926851582251,8,14
76,28,1,1,16,1.2041199826559248,10,22
77,28,1,1,22,1.3424226808222062,20,24
78,28,1,1,27,1.4313637641589874,16,38
79,28,1,1,20,1.3010299956639813,10,30
80,28,1,1,19,1.2787536009528289,18,20
81,28,1,1,26,1.414973347970818,8,44
82,28,1,1,23,1.3617278360175928,6,40
83,28,1,1,22,1.3424226808222062,12,32
84,28,1,1,24,1.380211241711606,18,30
85,28,1,1,29,1.462397997898956,20,38
86,28,1,1,34,1.5314789170422551,20,48
87,28,1,1,32,1.505149978319906,16,48
88,28,1,1,28,1.4471580313422192,30,26
89,28,1,1,31,1.4913616938342726,16,46
90,28,1,1,18,1.255272505103306,18,18
91,28,1,1,14,1.146128035678238,6,22
92,28,1,1,6,0.7781512503836436,6,6
93,28,1,1,9,0.9542425094393249,8,10
94,28,1,1,1,0.0,0,2
96,28,1,1,1,0.0,2,0
5,29,1,1,1,0.0,0,2
22,29,1,1,1,0.0,0,2
24,29,1,1,1,0.0,0,2
28,29,1,1,2,0.3010299956639812,0,4
29,29,1,1,1,0.0,0,2
30,29,1,1,2,0.3010299956639812,2,2
31,29,1,1,2,0.3010299956639812,2,2
32,29,1,1,3,0.47712125471966244,2,4
33,29,1,1,1,0.0,0,2
34,29,1,1,7,0.8450980400142568,0,14
35,29,1,1,9,0.9542425094393249,2,16
36,29,1,1,24,1.380211241711606,10,38
37,29,1,1,9,0.9542425094393249,4,14
38,29,1,1,35,1.5440680443502757,18,52
39,29,1,1,31,1.4913616938342726,22,40
40,29,1,1,42,1.6232492903979006,34,50
41,29,1,1,63,1.7993405494535817,24,102
42,29,1,1,124,2.093421685162235,88,160
43,29,1,1,139,2.143014800254095,98,180
44,29,1,1,144,2.1583624920952498,86,202
45,29,1,1,148,2.1702617153949575,112,184
46,29,1,1,88,1.9444826721501687,56,120
47,29,1,1,80,1.9030899869919435,44,116
48,29,1,1,6,0.7781512503836436,4,8
49,29,1,1,5,0.6989700043360189,2,8
50,29,1,1,12,1.0791812460476249,12,12
51,29,1,1,4,0.6020599913279624,8,0
52,29,1,1,8,0.9030899869919435,4,12
53,29,1,1,17,1.2304489213782739,12,22
54,29,1,1,13,1.1139433523068367,2,24
55,29,1,1,10,1.0,10,10
56,29,1,1,11,1.0413926851582251,10,12
57,29,1,1,24,1.380211241711606,16,32
58,29,1,1,20,1.3010299956639813,14,26
59,29,1,1,26,1.414973347970818,24,28
60,29,1,1,26,1.414973347970818,22,30
61,29,1,1,18,1.255272505103306,10,26
62,29,1,1,15,1.1760912590556813,18,12
63,29,1,1,16,1.2041199826559248,12,20
64,29,1,1,19,1.2787536009528289,12,26
65,29,1,1,23,1.3617278360175928,18,28
66,29,1,1,14,1.146128035678238,8,20
67,29,1,1,16,1.2041199826559248,6,26
68,29,1,1,23,1.3617278360175928,26,20
69,29,1,1,14,1.146128035678238,8,20
70,29,1,1,15,1.1760912590556813,16,14
71,29,1,1,14,1.146128035678238,4,24
72,29,1,1,18,1.255272505103306,16,20
73,29,1,1,23,1.3617278360175928,20,26
74,29,1,1,22,1.3424226808222062,18,26
75,29,1,1,19,1.2787536009528289,16,22
76,29,1,1,25,1.3979400086720377,10,40
77,29,1,1,23,1.3617278360175928,16,30
78,29,1,1,16,1.2041199826559248,8,24
79,29,1,1,26,1.414973347970818,22,30
80,29,1,1,20,1.3010299956639813,14,26
81,29,1,1,28,1.4471580313422192,18,38
82,29,1,1,27,1.4313637641589874,14,40
83,29,1,1,33,1.5185139398778875,22,44
84,29,1,1,32,1.505149978319906,20,44
85,29,1,1,36,1.5563025007672873,20,52
86,29,1,1,44,1.6434526764861874,26,62
87,29,1,1,30,1.4771212547196624,18,42
88,29,1,1,28,1.4471580313422192,24,32
89,29,1,1,33,1.5185139398778875,18,48
90,29,1,1,18,1.255272505103306,12,24
91,29,1,1,22,1.3424226808222062,12,32
92,29,1,1,7,0.8450980400142568,8,6
93,29,1,1,10,1.0,12,8
94,29,1,1,1,0.0,2,0
95,29,1,1,4,0.6020599913279624,2,6
96,29,1,1,1,0.0,0,2
13,30,1,1,1,0.0,0,2
28,30,1,1,1,0.0,2,0
30,30,1,1,2,0.3010299956639812,0,4
32,30,1,1,2,0.3010299956639812,0,4
33,30,1,1,5,0.6989700043360189,4,6
34,30,1,1,11,1.0413926851582251,6,16
35,30,1,1,5,0.6989700043360189,0,10
36,30,1,1,15,1.1760912590556813,14,16
37,30,1,1,20,1.3010299956639813,22,18
38,30,1,1,54,1.7323937598229686,28,80
39,30,1,1,37,1.568201724066995,30,44
40,30,1,1,56,1.7481880270062005,32,80
41,30,1,1,60,1.7781512503836436,36,84
42,30,1,1,147,2.167317334748176,102,192
43,30,1,1,143,2.155336037465062,96,190
44,30,1,1,123,2.089905111439398,98,148
45,30,1,1,99,1.99563519459755,70,128
46,30,1,1,50,1.6989700043360187,36,64
47,30,1,1,33,1.5185139398778875,18,48
48,30,1,1,2,0.3010299956639812,0,4
49,30,1,1,1,0.0,0,2
50,30,1,1,7,0.8450980400142568,4,10
51,30,1,1,7,0.8450980400142568,4,10
52,30,1,1,10,1.0,6,14
53,30,1,1,9,0.9542425094393249,10,8
54,30,1,1,8,0.9030899869919435,6,10
55,30,1,1,19,1.2787536009528289,16,22
56,30,1,1,18,1.255272505103306,16,20
57,30,1,1,19,1.2787536009528289,18,20
58,30,1,1,21,1.3222192947339193,12,30
59,30,1,1,27,1.4313637641589874,18,36
60,30,1,1,22,1.3424226808222062,10,34
61,30,1,1,18,1.255272505103306,10,26
62,30,1,1,12,1.0791812460476249,14,10
63,30,1,1,9,0.9542425094393249,6,12
64,30,1,1,22,1.3424226808222062,16,28
65,30,1,1,17,1.2304489213782739,14,20
66,30,1,1,18,1.255272505103306,14,22
67,30,1,1,17,1.2304489213782739,8,26
68,30,1,1,17,1.2304489213782739,4,30
69,30,1,1,16,1.2041199826559248,12,20
70,30,1,1,19,1.2787536009528289,16,22
71,30,1,1,19,1.2787536009528289,16,22
72,30,1,1,15,1.1760912590556813,8,22
73,30,1,1,22,1.3424226808222062,14,30
74,30,1,1,12,1.0791812460476249,12,12
75,30,1,1,24,1.380211241711606,12,36
76,30,1,1,22,1.3424226808222062,14,30
77,30,1,1,19,1.2787536009528289,14,24
78,30,1,1,26,1.414973347970818,12,40
79,30,1,1,22,1.3424226808222062,10,34
80,30,1,1,16,1.2041199826559248,6,26
81,30,1,1,30,1.4771212547196624,14,46
82,30,1,1,35,1.5440680443502757,12,58
83,30,1,1,32,1.505149978319906,12,52
84,30,1,1,33,1.5185139398778875,22,44
85,30,1,1,31,1.4913616938342726,20,42
86,30,1,1,33,1.5185139398778875,26,40
87,30,1,1,35,1.5440680443502757,20,50
88,30,1,1,27,1.4313637641589874,10,44
89,30,1,1,31,1.4913616938342726,20,42
90,30,1,1,25,1.3979400086720377,16,34
91,30,1,1,14,1.146128035678238,10,18
92,30,1,1,7,0.8450980400142568,2,12
93,30,1,1,6,0.7781512503836436,4,8
94,30,1,1,1,0.0,2,0
95,30,1,1,3,0.47712125471966244,2,4
96,30,1,1,1,0.0,2,0
23,31,1,1,1,0.0,0,2
25,31,1,1,1,0.0,2,0
30,31,1,1,1,0.0,0,2
31,31,1,1,3,0.47712125471966244,2,4
32,31,1,1,4,0.6020599913279624,2,6
33,31,1,1,3,0.47712125471966244,2,4
34,31,1,1,6,0.7781512503836436,0,12
35,31,1,1,8,0.9030899869919435,8,8
36,31,1,1,19,1.2787536009528289,8,30
37,31,1,1,23,1.3617278360175928,16,30
38,31,1,1,47,1.6720978579357175,24,70
39,31,1,1,53,1.724275869600789,38,68
40,31,1,1,74,1.8692317197309762,52,96
41,31,1,1,64,1.806179973983887,42,86
42,31,1,1,124,2.093421685162235,84,164
43,31,1,1,142,2.1522883443830563,108,176
44,31,1,1,105,2.0211892990699383,80,130
45,31,1,1,98,1.9912260756924949,84,112
46,31,1,1,32,1.505149978319906,20,44
47,31,1,1,19,1.2787536009528289,8,30
48,31,1,1,1,0.0,2,0
49,31,1,1,7,0.8450980400142568,4,10
50,31,1,1,7,0.8450980400142568,6,8
51,31,1,1,9,0.9542425094393249,14,4
52,31,1,1,11,1.0413926851582251,10,12
53,31,1,1,12,1.0791812460476249,16,8
54,31,1,1,19,1.2787536009528289,10,28
55,31,1,1,13,1.1139433523068367,10,16
56,31,1,1,17,1.2304489213782739,16,18
57,31,1,1,13,1.1139433523068367,10,16
58,31,1,1,27,1.4313637641589874,14,40
59,31,1,1,11,1.0413926851582251,8,14
60,31,1,1,19,1.2787536009528289,10,28
61,31,1,1,15,1.1760912590556813,8,22
62,31,1,1,19,1.2787536009528289,10,28
63,31,1,1,27,1.4313637641589874,24,30
64,31,1,1,13,1.1139433523068367,10,16
65,31,1,1,8,0.9030899869919435,4,12
66,31,1,1,12,1.0791812460476249,10,14
67,31,1,1,14,1.146128035678238,6,22
68,31,1,1,19,1.2787536009528289,6,32
69,31,1,1,7,0.8450980400142568,0,14
70,31,1,1,23,1.3617278360175928,14,32
71,31,1,1,17,1.2304489213782739,14,20
72,31,1,1,19,1.2787536009528289,6,32
73,31,1,1,13,1.1139433523068367,6,20
74,31,1,1,13,1.1139433523068367,4,22
75,31,1,1,13,1.1139433523068367,14,12
76,31,1,1,21,1.3222192947339193,16,26
77,31,1,1,26,1.414973347970818,18,34
78,31,1,1,22,1.3424226808222062,14,30
79,31,1,1,26,1.414973347970818,20,32
80,31,1,1,29,1.462397997898956,20,38
81,31,1,1,20,1.3010299956639813,10,30
82,31,1,1,24,1.380211241711606,22,26
83,31,1,1,39,1.591064607026499,20,58
84,31,1,1,33,1.5185139398778875,18,48
85,31,1,1,33,1.5185139398778875,24,42
86,31,1,1,30,1.4771212547196624,16,44
87,31,1,1,43,1.6334684555795864,16,70
88,31,1,1,22,1.3424226808222062,20,24
89,31,1,1,24,1.380211241711606,18,30
90,31,1,1,12,1.0791812460476249,4,20
91,31,1,1,21,1.3222192947339193,14,28
92,31,1,1,6,0.7781512503836436,4,8
93,31,1,1,13,1.1139433523068367,8,18
94,31,1,1,3,0.47712125471966244,4,2
95,31,1,1,4,0.6020599913279624,6,2
97,31,1,1,1,0.0,0,2
12,32,1,1,1,0.0,2,0
24,32,1,1,1,0.0,0,2
26,32,1,1,2,0.3010299956639812,2,2
28,32,1,1,1,0.0,0,2
29,32,1,1,1,0.0,0,2
30,32,1,1,1,0.0,2,0
31,32,1,1,5,0.6989700043360189,4,6
32,32,1,1,7,0.8450980400142568,6,8
33,32,1,1,5,0.6989700043360189,4,6
34,32,1,1,12,1.0791812460476249,6,18
35,32,1,1,11,1.0413926851582251,6,16
36,32,1,1,21,1.3222192947339193,16,26
37,32,1,1,21,1.3222192947339193,10,32
38,32,1,1,34,1.5314789170422551,26,42
39,32,1,1,41,1.6127838567197355,34,48
40,32,1,1,87,1.9395192526186185,50,124
41,32,1,1,82,1.9138138523837167,58,106
42,32,1,1,134,2.1271047983648077,76,192
43,32,1,1,143,2.155336037465062,104,182
44,32,1,1,95,1.9777236052888478,86,104
45,32,1,1,69,1.8388490907372552,62,76
46,32,1,1,10,1.0,10,10
47,32,1,1,4,0.6020599913279624,2,6
48,32,1,1,2,0.3010299956639812,4,0
49,32,1,1,1,0.0,2,0
50,32,1,1,12,1.0791812460476249,10,14
51,32,1,1,12,1.0791812460476249,4,20
52,32,1,1,17,1.2304489213782739,18,16
53,32,1,1,22,1.3424226808222062,16,28
54,32,1,1,16,1.2041199826559248,16,16
55,32,1,1,13,1.1139433523068367,6,20
56,32,1,1,20,1.3010299956639813,14,26
57,32,1,1,22,1.3424226808222062,12,32
58,32,1,1,24,1.380211241711606,14,34
59,32,1,1,22,1.3424226808222062,28,16
60,32,1,1,12,1.0791812460476249,8,16
61,32,1,1,15,1.1760912590556813,12,18
62,32,1,1,24,1.380211241711606,8,40
63,32,1,1,22,1.3424226808222062,18,26
64,32,1,1,14,1.146128035678238,6,22
65,32,1,1,24,1.380211241711606,18,30
66,32,1,1,17,1.2304489213782739,8,26
67,32,1,1,14,1.146128035678238,16,12
68,32,1,1,17,1.2304489213782739,14,20
69,32,1,1,29,1.462397997898956,6,52
70,32,1,1,19,1.2787536009528289,14,24
71,32,1,1,24,1.380211241711606,10,38
72,32,1,1,13,1.1139433523068367,6,20
73,32,1,1,23,1.3617278360175928,8,38
74,32,1,1,20,1.3010299956639813,16,24
75,32,1,1,14,1.146128035678238,14,14
76,32,1,1,26,1.414973347970818,22,30
77,32,1,1,20,1.3010299956639813,10,30
78,32,1,1,27,1.4313637641589874,22,32
79,32,1,1,26,1.414973347970818,18,34
80,32,1,1,32,1.505149978319906,10,54
81,32,1,1,27,1.4313637641589874,8,46
82,32,1,1,29,1.462397997898956,24,34
83,32,1,1,30,1.4771212547196624,16,44
84,32,1,1,39,1.591064607026499,30,48
85,32,1,1,34,1.5314789170422551,36,32
86,32,1,1,35,1.5440680443502757,14,56
87,32,1,1,49,1.6901960800285136,26,72
88,32,1,1,31,1.4913616938342726,22,40
89,32,1,1,31,1.4913616938342726,24,38
90,32,1,1,11,1.0413926851582251,12,10
91,32,1,1,19,1.2787536009528289,12,26
92,32,1,1,4,0.6020599913279624,4,4
93,32,1,1,6,0.7781512503836436,4,8
94,32,1,1,3,0.47712125471966244,2,4
95,32,1,1,1,0.0,0,2
25,33,1,1,1,0.0,0,2
26,33,1,1,1,0.0,0,2
27,33,1,1,1,0.0,2,0
28,33,1,1,1,0.0,0,2
32,33,1,1,8,0.9030899869919435,2,14
33,33,1,1,6,0.7781512503836436,6,6
34,33,1,1,13,1.1139433523068367,8,18
35,33,1,1,8,0.9030899869919435,6,10
36,33,1,1,32,1.505149978319906,18,46
37,33,1,1,29,1.462397997898956,22,36
38,33,1,1,48,1.6812412373755872,36,60
39,33,1,1,60,1.7781512503836436,38,82
40,33,1,1,87,1.9395192526186185,50,124
41,33,1,1,99,1.99563519459755,58,140
42,33,1,1,102,2.0086001717619175,60,144
43,33,1,1,155,2.1903316981702914,114,196
44,33,1,1,64,1.806179973983887,44,84
45,33,1,1,48,1.6812412373755872,30,66
46,33,1,1,9,0.9542425094393249,6,12
47,33,1,1,6,0.7781512503836436,0,12
48,33,1,1,2,0.3010299956639812,4,0
49,33,1,1,5,0.6989700043360189,2,8
50,33,1,1,11,1.0413926851582251,8,14
51,33,1,1,7,0.8450980400142568,12,2
52,33,1,1,13,1.1139433523068367,6,20
53,33,1,1,19,1.2787536009528289,20,18
54,33,1,1,26,1.414973347970818,22,30
55,33,1,1,17,1.2304489213782739,16,18
56,33,1,1,15,1.1760912590556813,6,24
57,33,1,1,18,1.255272505103306,12,24
58,33,1,1,18,1.255272505103306,12,24
59,33,1,1,23,1.3617278360175928,20,26
60,33,1,1,22,1.3424226808222062,14,30
61,33,1,1,29,1.462397997898956,22,36
62,33,1,1,23,1.3617278360175928,26,20
63,33,1,1,21,1.3222192947339193,16,26
64,33,1,1,21,1.3222192947339193,20,22
65,33,1,1,26,1.414973347970818,16,36
66,33,1,1,27,1.4313637641589874,26,28
67,33,1,1,13,1.1139433523068367,8,18
68,33,1,1,18,1.255272505103306,8,28
69,33,1,1,19,1.2787536009528289,12,26
70,33,1,1,23,1.3617278360175928,22,24
71,33,1,1,19,1.2787536009528289,8,30
72,33,1,1,16,1.2041199826559248,16,16
73,33,1,1,18,1.255272505103306,6,30
74,33,1,1,19,1.2787536009528289,14,24
75,33,1,1,16,1.2041199826559248,8,24
76,33,1,1,21,1.3222192947339193,14,28
77,33,1,1,41,1.6127838567197355,40,42
78,33,1,1,33,1.5185139398778875,10,56
79,33,1,1,35,1.5440680443502757,14,56
80,33,1,1,30,1.4771212547196624,22,38
81,33,1,1,34,1.5314789170422551,22,46
82,33,1,1,31,1.4913616938342726,16,46
83,33,1,1,32,1.505149978319906,16,48
84,33,1,1,37,1.568201724066995,22,52
85,33,1,1,37,1.568201724066995,12,62
86,33,1,1,43,1.6334684555795864,26,60
87,33,1,1,41,1.6127838567197355,26,56
88,33,1,1,30,1.4771212547196624,22,38
89,33,1,1,31,1.4913616938342726,12,50
90,33,1,1,21,1.3222192947339193,16,26
91,33,1,1,11,1.0413926851582251,4,18
92,33,1,1,5,0.6989700043360189,0,10
93,33,1,1,6,0.7781512503836436,4,8
94,33,1,1,2,0.3010299956639812,0,4
95,33,1,1,1,0.0,0,2
29,34,1,1,1,0.0,0,2
31,34,1,1,5,0.6989700043360189,0,10
32,34,1,1,3,0.47712125471966244,0,6
33,34,1,1,8,0.9030899869919435,4,12
34,34,1,1,15,1.1760912590556813,8,22
35,34,1,1,15,1.1760912590556813,10,20
36,34,1,1,34,1.5314789170422551,28,40
37,34,1,1,34,1.5314789170422551,22,46
38,34,1,1,57,1.7558748556724915,38,76
39,34,1,1,55,1.7403626894942439,32,78
40,34,1,1,80,1.9030899869919435,50,110
41,34,1,1,110,2.041392685158225,72,148
42,34,1,1,110,2.041392685158225,82,138
43,34,1,1,111,2.0453229787866576,68,154
44,34,1,1,26,1.414973347970818,14,38
45,34,1,1,27,1.4313637641589874,24,30
46,34,1,1,5,0.6989700043360189,4,6
47,34,1,1,1,0.0,2,0
48,34,1,1,9,0.9542425094393249,4,14
49,34,1,1,6,0.7781512503836436,4,8
50,34,1,1,8,0.9030899869919435,2,14
51,34,1,1,13,1.1139433523068367,12,14
52,34,1,1,27,1.4313637641589874,28,26
53,34,1,1,28,1.4471580313422192,16,40
54,34,1,1,31,1.4913616938342726,14,48
55,34,1,1,23,1.3617278360175928,12,34
56,34,1,1,23,1.3617278360175928,24,22
57,34,1,1,20,1.3010299956639813,16,24
58,34,1,1,19,1.2787536009528289,10,28
59,34,1,1,24,1.380211241711606,20,28
60,34,1,1,29,1.462397997898956,32,26
61,34,1,1,17,1.2304489213782739,16,18
62,34,1,1,12,1.0791812460476249,6,18
63,34,1,1,23,1.3617278360175928,10,36
64,34,1,1,28,1.4471580313422192,16,40
65,34,1,1,10,1.0,10,10
66,34,1,1,30,1.4771212547196624,22,38
67,34,1,1,21,1.3222192947339193,10,32
